title,platform,fix_date,developer,genre,user_score,category
"Condemned 2: Bloodshot",X360,11-03-2008,"Monolith Productions","Action Adventure, Horror, Horror, Survival",8.4,"Very Good"
"Condemned: Criminal Origins",X360,16-11-2005,"Monolith Productions","Action Adventure, Horror, Horror, Survival",8.2,"Very Good"
"Confidential Mission",DC,14-05-2001,Hitmaker,"Action, Shooter, Light Gun",8.2,"Very Good"
"Crazy Taxi 2",DC,28-05-2001,Hitmaker,"Driving, Racing, Arcade",8.3,"Very Good"
Crush,PSP,29-05-2007,"Zoe Mode","Action, Platformer, Platformer, 3D, 3D",8.4,"Very Good"
"Daytona USA",DC,12-03-2001,"Amusement Vision","Driving, Racing, Arcade",8.4,"Very Good"
"Daytona USA",X360,26-10-2011,"Sega AM2","Driving, Racing, Arcade, Arcade, Automobile",8.1,"Very Good"
"Daytona USA Deluxe",PC,31-10-1997,Sega,"Driving, Racing, Simulation, Stock Car, Automobile",8.8,"Very Good"
"Demon Slayer: Kimetsu no Yaiba - The Hinokami Chronicles",XONE,13-10-2021,CyberConnect2,"Action, Fighting, 3D",8.5,"Very Good"
"Dengeki Bunko: Fighting Climax",VITA,06-10-2015,"Sega,  French-Bread","Action, Fighting, 2D",8.3,"Very Good"
"Dynamite Headdy",WII,30-07-2007,Treasure,"Action, Platformer, 2D",8.5,"Very Good"
"Ecco the Dolphin",Genesis),01-06-2010,Sega,"Action, Adventure, General, Platformer, Platformer, 2D, 2D",8.3,"Very Good"
"Ecco the Dolphin: Defender of the Future",DC,10-09-2000,"Appaloosa Interactive","Action Adventure, Fantasy",8.1,"Very Good"
"Empire: Total War - Gold Edition",PC,19-10-2010,"Creative Assembly","Miscellaneous, Compilation",8.5,"Very Good"
"Endless Zone",PC,16-10-2020,"The Eccentric Ape","Action, Shooter, "Shoot-Em-Up""",8.5,"Very Good"
"ESPN College Hoops",PS2,13-11-2003,"Visual Concepts","Sports, Traditional, Basketball, Sim",8.5,"Very Good"
"ESPN College Hoops 2K5",PS2,17-11-2004,"Visual Concepts","Sports, Traditional, Basketball, Sim",8.1,"Very Good"
"ESPN Major League Baseball",PS2,04-05-2004,"Blue Shift","Sports, Traditional, Baseball, Sim",8.7,"Very Good"
"ESPN NBA Basketball",PS2,21-10-2003,"Visual Concepts","Sports, Traditional, Basketball, Sim",8.4,"Very Good"
"ESPN NFL 2K5",PS2,20-07-2004,"Visual Concepts","Sports, Traditional, Football, Sim",8.6,"Very Good"
"ESPN NFL 2K5",XBOX,20-07-2004,"Visual Concepts","Sports, Traditional, Football, Sim",8.1,"Very Good"
"ESPN NFL Football",PS2,03-09-2003,"Visual Concepts","Sports, Traditional, Football, Sim",8.5,"Very Good"
"ESPN NHL 2K5",PS2,30-08-2004,"Kush Games","Sports, Traditional, Ice Hockey, Sim",8.2,"Very Good"
"F355 Challenge",DC,19-09-2000,Sega,"Driving, Racing, GT / Street",8.1,"Very Good"
"Football Manager 2010",PC,03-11-2009,"Sports Interactive","Sports, Traditional, Team, Soccer, Management, Management",8.7,"Very Good"
"Football Manager 2011",PC,04-11-2010,"Sports Interactive","Sports, Traditional, Team, Soccer, Management, Management",8.3,"Very Good"
"Football Manager 2020 Touch",Switch,10-12-2019,"Sports Interactive","Sports, Team, Soccer, Management",8.2,"Very Good"
"Football Manager Touch 2019",PC,01-11-2018,"Sports Interactive","Sports, Team, Soccer, Management",8.3,"Very Good"
"Golden Axe",Arcade),26-10-2009,Sega,"Action, "Beat-Em-Up"""",8.5,"Very Good"
"Golden Axe",Genesis),01-06-2010,Sega,"Action, "Beat-Em-Up""",8.1,"Very Good"
"Golden Axe",Genesis),28-11-2006,Sega,"Action, "Beat-Em-Up"""",8.4,"Very Good"
"Golden Axe",X360,11-07-2007,"Backbone Entertainment","Action, "Beat-Em-Up""",8.2,"Very Good"
"Golden Axe II",PC,26-10-2010,Sega,"Action, "Beat-Em-Up""",8.2,"Very Good"
"Golden Axe III",PC,02-05-2012,Sega,"Action, "Beat-Em-Up""",8.6,"Very Good"
"Guardian Heroes",X360,12-10-2011,Treasure,"Role-Playing, Action RPG, Action RPG",8.2,"Very Good"
"Gunstar Heroes",WII,11-12-2006,Treasure,"Action, Shooter, Scrolling",8.8,"Very Good"
"Hatsune Miku: Project Diva f",VITA,04-03-2014,Sega,"Action, Miscellaneous, Rhythm, Music, Music",8.1,"Very Good"
"Hatsune Miku: Project Diva MegaMix",Switch,15-05-2020,"Sega AM2","Action, Rhythm, Music",8.6,"Very Good"
"Hatsune Miku: Project Mirai DX",3DS,08-09-2015,Sega,"Miscellaneous, Action, Rhythm, Music",8.2,"Very Good"
"Hell Yeah! Wrath of the Dead Rabbit",X360,26-09-2012,"Arkedo Studio","Action, Platformer, Platformer, 2D, 2D",8.4,"Very Good"
Heroki,iOS,02-07-2015,Sega,"Action, General",8.1,"Very Good"
"Infinite Space",DS,16-03-2010,"PlatinumGames,  NUDE MAKER, Y.K.","Role-Playing, Simulation, Sci-Fi, General, General, Large Spaceship",8.2,"Very Good"
"Jet Grind Radio",DC,30-10-2000,Smilebit,"Action, Platformer, 3D",8.3,"Very Good"
"JSRF: Jet Set Radio Future",XBOX,25-02-2002,Smilebit,"Action, Platformer, 3D",8.3,"Very Good"
Judgment,PC,15-09-2022,"Ryu ga Gotoku Studios","Action Adventure, Open-World",8.1,"Very Good"
Judgment,PS4,21-06-2019,"Ryu ga Gotoku Studios","Action Adventure, General, Open-World",8.5,"Very Good"
"Kid Chameleon",PC,13-09-2010,Sega,"Action, Platformer, Platformer, 2D, 2D",8.4,"Very Good"
"Landstalker: The Treasures of King Nole",PC,26-01-2011,Sega,"Role-Playing, Action Adventure, Action RPG, Action RPG, Open-World",8.5,"Very Good"
"Like a Dragon: Ishin!",PS4,21-02-2023,"Ryu ga Gotoku Studios","Action Adventure, Open-World",8.7,"Very Good"
"Like a Dragon: Ishin!",XONE,18-02-2023,"Ryu ga Gotoku Studios","Action Adventure, Open-World",8.9,"Very Good"
"Lost Judgment",PC,15-09-2022,"Ryu ga Gotoku Studios","Action Adventure, Open-World",8.2,"Very Good"
"Lost Judgment",PS4,21-09-2021,"Sega,  Ryu ga Gotoku Studios","Action Adventure, Open-World",8.4,"Very Good"
MadWorld,WII,10-03-2009,PlatinumGames,"Action, "Beat-Em-Up""",8.6,"Very Good"
"Medieval II Total War: Gold Edition",PC,05-02-2008,Sega,"Strategy, Real-Time, Historic, General",8.6,"Very Good"
"Medieval II: Total War",PC,13-11-2006,"Creative Assembly","Strategy, Real-Time, Historic, General",8.9,"Very Good"
"Medieval II: Total War Kingdoms",PC,28-08-2007,"Creative Assembly","Strategy, Real-Time, Historic, General",8.8,"Very Good"
"Metropolis Street Racer",DC,15-01-2001,"Bizarre Creations","Driving, Racing, GT / Street",8.7,"Very Good"
"Motorsport Manager",PC,09-11-2016,"Playsport Games,  Playsport Games Ltd","Action, Simulation, General, Virtual, Career",8.2,"Very Good"
"Mystery Dungeon: Shiren the Wanderer",DS,04-03-2008,ChunSoft,"Role-Playing, General, General, Roguelike",8.4,"Very Good"
"Nancy Drew: The White Wolf of Icicle Creek",WII,02-12-2008,"Her Interactive","Adventure, First-Person, General, Point-and-Click, Modern",8.2,"Very Good"
"NCAA College Basketball 2K3",PS2,02-12-2002,"Kush Games","Sports, Traditional, Basketball, Sim",8.2,"Very Good"
"NCAA College Basketball 2K3",XBOX,02-12-2002,"Kush Games","Sports, Traditional, Basketball, Sim",8.4,"Very Good"
"NCAA College Football 2K2",DC,29-08-2001,"Visual Concepts","Sports, Traditional, Football, Sim",8.5,"Very Good"
"NHL 2K2",DC,14-02-2002,Treyarch,"Sports, Traditional, Ice Hockey, Sim",8.1,"Very Good"
"NHL Eastside Hockey Manager 2007",PC,22-09-2006,"Sports Interactive","Sports, Traditional, Team, Ice Hockey, Management, Management, Sim",8.4,"Very Good"
"NiGHTS into Dreams...",PC,02-10-2012,"Sonic Team","Action, Platformer, General, Platformer, 3D, 3D",8.3,"Very Good"
"NiGHTS: Journey of Dreams",WII,18-12-2007,"Sega,  Sonic Team","Action, Platformer, Platformer, 3D, 3D",8.6,"Very Good"
"Otogi: Myth of Demons",XBOX,27-08-2003,"From Software","Action Adventure, Fantasy",8.4,"Very Good"
"OutRun 2006: Coast 2 Coast",PS2,25-04-2006,"Sumo Digital","Driving, Racing, Arcade",8.7,"Very Good"
"OutRun 2006: Coast 2 Coast",PSP,25-04-2006,"Sumo Digital","Driving, Racing, Arcade, Arcade, Automobile",8.5,"Very Good"
"OutRun 2006: Coast 2 Coast",XBOX,25-04-2006,"Sumo Digital","Driving, Racing, Arcade",8.1,"Very Good"
"OutRun Online Arcade",X360,15-04-2009,"Sumo Digital","Driving, Racing, Arcade, Arcade, Automobile",8.2,"Very Good"
"Panzer Dragoon Orta",X360,13-04-2018,Smilebit,"Action, Shooter, Rail",8.3,"Very Good"
"Panzer Dragoon Orta",XBOX,12-01-2003,Smilebit,"Action, Shooter, Rail",8.4,"Very Good"
"Persona 4 Golden",PC,13-06-2020,Atlus,"Role-Playing, Japanese-Style",8.9,"Very Good"
"Persona 4 Golden",PS4,19-01-2023,Atlus,"Role-Playing, Japanese-Style",8.8,"Very Good"
"Persona 4 Golden",Switch,19-01-2023,Atlus,"Role-Playing, Japanese-Style",8.6,"Very Good"
"Persona 4 Golden",XONE,19-01-2023,Atlus,"Role-Playing, Japanese-Style",9.4,"Very Good"
"Persona 5 Royal",PC,21-10-2022,Atlus,"Role-Playing, Japanese-Style",8.5,"Very Good"
"Persona 5 Royal",Switch,21-10-2022,Atlus,"Role-Playing, Japanese-Style",8.4,"Very Good"
"Persona 5 Strikers",Switch,23-02-2021,"Omega Force,  P-Studio","Role-Playing, Action RPG",8.4,"Very Good"
"Phantasy Star",WII,31-08-2009,Sega,"Role-Playing, Console-style RPG",8.2,"Very Good"
"Phantasy Star IV",WII,22-12-2008,Sega,"Role-Playing, Console-style RPG",8.5,"Very Good"
"Phantasy Star IV: The End of the Millennium",PC,02-05-2012,Sega,"Role-Playing, Console-style RPG, Console-style RPG, Japanese-Style",8.6,"Very Good"
"Phantasy Star Online",DC,29-01-2001,"Sonic Team","Role-Playing, General",8.4,"Very Good"
"Phantasy Star Online 2",XONE,17-03-2020,Sega,"Role-Playing, Massively Multiplayer",8.2,"Very Good"
"Phantasy Star Online Episode I & II",GC,29-10-2002,"Sonic Team","Role-Playing, Massively Multiplayer Online, Sci-Fi",8.5,"Very Good"
"Phantasy Star Online Episode I & II Plus",GC,15-09-2004,"Sonic Team","Role-Playing, Console-style RPG",8.5,"Very Good"
"Phantasy Star Online Episode III: C.A.R.D. Revolution",GC,02-03-2004,"Sonic Team","Miscellaneous, Card Battle",8.1,"Very Good"
"Phantasy Star Online Ver. 2",DC,24-09-2001,"Sonic Team","Role-Playing, General",8.6,"Very Good"
"Phantasy Star Online: Blue Burst",PC,23-06-2005,"Sonic Team","Role-Playing, Action RPG, Action RPG",8.8,"Very Good"
"Phantasy Star Portable 2",PSP,13-09-2010,"Alfa System","Role-Playing, Action RPG, Action RPG",8.1,"Very Good"
"Phantasy Star Universe",PS2,24-10-2006,"Sonic Team","Role-Playing, Action RPG",8.1,"Very Good"
"Puyo Pop Fever",GC,20-07-2004,"Sonic Team","Miscellaneous, Puzzle, Matching",8.1,"Very Good"
"Puyo Puyo Tetris",Switch,25-04-2017,"Sonic Team","Puzzle, Matching, Stacking",8.1,"Very Good"
"Puyo Puyo Tetris 2",PC,23-03-2021,Sega,"Puzzle, Matching",8.8,"Very Good"
"Puyo Puyo Tetris 2",Switch,08-12-2020,Sega,"Puzzle, Matching",8.2,"Very Good"
"Quake III Arena",DC,22-10-2000,Raster,"Action, Shooter, First-Person, Sci-Fi",8.3,"Very Good"
Rez,PS2,07-01-2002,UGA,"Action, Shooter, Rail",8.3,"Very Good"
"Rhythm Thief & the Emperor's Treasure",3DS,10-07-2012,"Sega,  Xeen","Action, Miscellaneous, Rhythm, Puzzle, General, Music, Music",8.1,"Very Good"
Ristar,PC,13-09-2010,Sega,"Action, Platformer, Platformer, 2D, 2D",8.5,"Very Good"
"Rome: Total War Barbarian Invasion",PC,27-09-2005,"Creative Assembly","Strategy, Real-Time, Historic, General",8.4,"Very Good"
"Samba de Amigo",DC,16-10-2000,"Sonic Team","Miscellaneous, Rhythm, Music",8.4,"Very Good"
"Samba de Amigo",WII,23-09-2008,"Gearbox Software","Action, Miscellaneous, Rhythm, Music, Music",8.1,"Very Good"
"Samurai Jack: The Shadow of Aku",PS2,24-03-2004,Adrenium,"Action, General, Platformer, 3D",8.4,"Very Good"
Seaman,DC,09-08-2000,Vivarium,"Strategy, Breeding/Constructing",8.5,"Very Good"
"Sega Ages: Fantasy Zone",Switch,23-01-2020,"M2,  Rutubo Games","Action, Shooter, "Shoot-Em-Up""",8.2,"Very Good"
"Sega Ages: Phantasy Star",Switch,13-12-2018,"Sega,  M2","Role-Playing, Japanese-Style",8.1,"Very Good"
"Sega Ages: Shinobi",Switch,23-01-2020,"Sega,  M2","Action, Platformer, 2D",8.5,"Very Good"
"Sega Ages: Sonic the Hedgehog",Switch,20-09-2018,"Sonic Team,  M2","Action, Platformer, 2D",8.1,"Very Good"
"Sega Ages: Space Harrier",Switch,22-08-2019,M2,"Action, Shooter, Rail",8.2,"Very Good"
"Sega Bass Fishing 2",DC,21-08-2001,"Wow Entertainment","Sports, Nature, Fishing",8.3,"Very Good"
"Sega Fun Pack: Sonic Rivals 2 / Genesis Collection",PSP,24-03-2009,Sega,"Miscellaneous, Compilation, Compilation",8.1,"Very Good"
"Sega Genesis Classics",Switch,07-12-2018,"Various,  D3T Limited","Miscellaneous, Compilation",8.2,"Very Good"
"Sega Genesis Collection",PS2,07-11-2006,"Digital Eclipse","Miscellaneous, Compilation",8.5,"Very Good"
"Sega Genesis Collection",PSP,16-11-2006,Sega,"Miscellaneous, Compilation, Compilation",8.3,"Very Good"
"SEGA Mega Drive and Genesis Classics",PC,01-06-2010,Various,"Miscellaneous, Compilation",8.5,"Very Good"
"Sega Rally Championship",PC,31-01-1997,Sega,"Driving, Racing, Arcade, Rally / Offroad, Automobile",8.2,"Very Good"
"Sega Soccer Slam",PS2,02-09-2002,"Black Box","Sports, Traditional, Soccer, Arcade",8.4,"Very Good"
"Sega Soccer Slam",XBOX,22-08-2002,"Black Box","Sports, Traditional, Soccer, Arcade",8.3,"Very Good"
"Sega Sports Tennis",PS2,31-07-2002,Hitmaker,"Sports, Traditional, Tennis",8.4,"Very Good"
"Sega Superstars Tennis",PS2,18-03-2008,"Sumo Digital","Sports, Traditional, Tennis",8.4,"Very Good"
"Sega Vintage Collection: Alex Kidd & Co.",X360,23-05-2012,M2,"Miscellaneous, Compilation, Compilation",8.2,"Very Good"
"Sega Vintage Collection: Streets of Rage",X360,30-05-2012,M2,"Miscellaneous, Compilation, Compilation",8.7,"Very Good"
"Shenmue I & II",PS4,21-08-2018,"Sega,  d3t Ltd","Miscellaneous, Compilation",8.3,"Very Good"
"Shin Megami Tensei III: Nocturne HD Remaster",Switch,25-05-2021,Atlus,"Role-Playing, Japanese-Style",8.1,"Very Good"
"Shining Force",PC,26-01-2011,Sega,"Strategy, Turn-Based, Fantasy, Fantasy, Tactics",8.4,"Very Good"
"Shining Force",WII,23-07-2007,"Camelot Software Planning","Role-Playing, General",8.6,"Very Good"
"Shining Force II",PC,26-01-2011,Sega,"Strategy, Turn-Based, Fantasy, Fantasy, Tactics",8.7,"Very Good"
"Shining Force II",WII,06-10-2008,"Camelot Software Planning","Strategy, Turn-Based, Fantasy",8.3,"Very Good"
"Shining Force Neo",PS2,20-10-2005,Neverland,"Role-Playing, Action RPG",8.3,"Very Good"
"Shining Resonance Refrain",XONE,10-07-2018,Sega,"Role-Playing, Action RPG",8.1,"Very Good"
Shinobi,PS2,10-11-2002,Overworks,"Action, "Beat-Em-Up"""",8.2,"Very Good"
Shinobi,WII,07-12-2009,Sega,"Action, General",8.7,"Very Good"
"Skies of Arcadia",DC,13-11-2000,Overworks,"Role-Playing, Console-style RPG",8.9,"Very Good"
"Skies of Arcadia Legends",GC,27-01-2003,Overworks,"Role-Playing, Console-style RPG",8.6,"Very Good"
"Sonic & All-Stars Racing Transformed",PC,31-01-2013,"Sumo Digital","Driving, Racing, Arcade, Kart, Other, Kart, Automobile",8.5,"Very Good"
"Sonic & All-Stars Racing Transformed",WIIU,18-11-2012,"Sumo Digital","Driving, Racing, Arcade, Kart, Other, Kart, Automobile",8.1,"Very Good"
"Sonic & All-Stars Racing Transformed",X360,18-11-2012,"Sumo Digital","Driving, Racing, Arcade, Kart, Other, Kart, Automobile",8.3,"Very Good"
"Sonic & Knuckles",WII,15-02-2010,"Sonic Team","Action, Platformer, 2D",8.4,"Very Good"
"Sonic & Knuckles",X360,09-09-2009,"Sonic Team","Action, Platformer, Platformer, 2D, 2D",8.8,"Very Good"
"Sonic & Sega All-Stars Racing",DS,23-02-2010,"Sumo Digital","Driving, Racing, Arcade, Kart, Kart, Automobile",8.1,"Very Good"
"Sonic & Sega All-Stars Racing",PC,03-03-2010,"Sumo Digital","Driving, Racing, Arcade, Kart, Kart, Automobile",8.5,"Very Good"
"Sonic & Sega All-Stars Racing",PS3,23-02-2010,"Sumo Digital","Driving, Racing, Arcade, Kart, Kart, Automobile",8.1,"Very Good"
"Sonic & Sega All-Stars Racing",WII,23-02-2010,"Sumo Digital","Driving, Racing, Arcade, Kart, Kart, Automobile",8.2,"Very Good"
"Sonic 3 & Knuckles",PC,26-01-2011,Sega,"Action, Miscellaneous, Platformer, Compilation, 2D",8.8,"Very Good"
"Sonic Advance & Sonic Pinball Party Combo Pack",GBA,16-11-2005,"Sonic Team","Miscellaneous, Compilation",8.3,"Very Good"
"Sonic Adventure 2",DC,18-06-2001,"Sonic Team","Action, Platformer, 3D",8.5,"Very Good"
"Sonic Adventure 2",PC,19-11-2012,"Sonic Team","Action, Platformer, Platformer, 3D, 3D",8.1,"Very Good"
"Sonic Adventure 2",PS3,02-10-2012,"Sonic Team","Action, Platformer, Platformer, 3D, 3D",8.1,"Very Good"
"Sonic Adventure 2 Battle",GC,11-02-2002,"Sonic Team","Action, Platformer, 3D",8.5,"Very Good"
"Sonic Adventure 2: Battle Mode",PC,10-11-2012,"Sonic Team","Action, Platformer, 3D",8.6,"Very Good"
"Sonic Adventure DX Director's Cut",2004),14-09-2004,"Sonic Team","Action, Platformer, Platformer, 3D, 3D",8.3,"Very Good"
"Sonic CD",1995),26-08-1996,"Sonic Team","Action, Platformer, Platformer, 2D, 2D",8.5,"Very Good"
"Sonic CD",iOS,15-12-2011,Sega,"Action, Platformer, Platformer, 2D, 2D",8.5,"Very Good"
"Sonic CD",PC,26-08-1996,Sega,"Action, Platformer, Platformer, 2D, 2D",8.6,"Very Good"
"Sonic CD",X360,14-12-2011,Sega,"Action, Platformer, Platformer, 2D, 2D",8.4,"Very Good"
"Sonic Colors",DS,16-11-2010,"Dimps Corporation","Action, Platformer, Platformer, 2D, 2D, 3D",8.1,"Very Good"
"Sonic Colors",WII,16-11-2010,"Sonic Team","Action, Platformer, Platformer, 3D, 2D, 3D",8.1,"Very Good"
"Sonic Frontiers",PC,08-11-2022,"Sega,  Sonic Team","Action Adventure, General, Open-World, Action, Platformer, 3D",8.6,"Very Good"
"Sonic Frontiers",PS4,08-11-2022,"Sega,  Sonic Team","Action Adventure, General, Open-World, Action, Platformer, 3D",8.1,"Very Good"
"Sonic Frontiers",Switch,08-11-2022,"Sega,  Sonic Team","Action Adventure, General, Open-World, Action, Platformer, 3D",8.2,"Very Good"
"Sonic Frontiers",XONE,08-11-2022,"Sega,  Sonic Team","Action Adventure, General, Open-World, Action, Platformer, 3D",8.2,"Very Good"
"Sonic Gems Collection",GC,16-08-2005,"Sonic Team","Miscellaneous, Compilation",8.2,"Very Good"
"Sonic Generations",PC,03-11-2011,"Sega,  Sonic Team","Action, Platformer, Platformer, 3D, 3D",8.4,"Very Good"
"Sonic Generations",PS3,01-11-2011,"Sega,  Sonic Team","Action, Platformer, Platformer, 3D, 3D",8.2,"Very Good"
"Sonic Generations",X360,01-11-2011,"Sega,  Sonic Team","Action, Platformer, Platformer, 3D, 3D",8.4,"Very Good"
"Sonic Mania",PC,15-08-2017,"SegaSoft,  Sega,  PagodaWest Games","Action, Platformer, 2D",8.5,"Very Good"
"Sonic Mania",PS4,15-08-2017,"SegaSoft,  Sega,  PagodaWest Games","Action, Platformer, 2D",8.4,"Very Good"
"Sonic Mania",Switch,15-08-2017,Tantalus,"Action, Platformer, 2D",8.6,"Very Good"
"Sonic Mania",XONE,15-08-2017,"SegaSoft,  Sega,  PagodaWest Games","Action, Platformer, 2D",8.3,"Very Good"
"Sonic Mania Plus",PC,17-07-2018,Sega,"Action, Platformer, 2D",8.4,"Very Good"
"Sonic Mania Plus",PS4,17-07-2018,Sega,"Action, Platformer, 2D",8.3,"Very Good"
"Sonic Mania Plus",Switch,17-07-2018,"Sega,  Tantalus","Action, Platformer, 2D",8.7,"Very Good"
"Sonic Mania Plus",XONE,17-07-2018,Sega,"Action, Platformer, 2D",8.4,"Very Good"
"Sonic Mega Collection",GC,10-11-2002,"Sonic Team","Miscellaneous, Compilation",8.5,"Very Good"
"Sonic Mega Collection Plus",PC,09-03-2007,Sega,"Miscellaneous, Compilation, Compilation",8.4,"Very Good"
"Sonic Mega Collection Plus",PS2,02-11-2004,"Sonic Team","Miscellaneous, Compilation",8.6,"Very Good"
"Sonic Mega Collection Plus",XBOX,02-11-2004,"Sonic Team","Miscellaneous, Compilation",8.3,"Very Good"
"Sonic Origins Plus",PS4,23-06-2023,Sega,"Miscellaneous, Compilation",8.8,"Very Good"
"Sonic R",PC,11-11-1998,""Travellers Tales"""","Driving, Racing, Arcade, Arcade, Other",8.1,"Very Good"
"Sonic Riders",GC,21-02-2006,"Sonic Team","Driving, Racing, Other",8.1,"Very Good"
"Sonic Riders",PC,17-11-2006,"Sonic Team","Driving, Racing, Arcade, Arcade, Other, Automobile",8.2,"Very Good"
"Sonic Riders",XBOX,21-02-2006,"Sonic Team","Driving, Racing, Arcade",8.3,"Very Good"
"Sonic Riders: Zero Gravity",PS2,08-01-2008,"Sonic Team","Driving, Racing, Arcade",8.4,"Very Good"
"Sonic Rush",DS,15-11-2005,"Dimps Corporation,  Sonic Team","Action, Platformer, Platformer, 2D, 2D",8.1,"Very Good"
"Sonic Rush Adventure",DS,18-09-2007,"Dimps Corporation","Action, Platformer, Platformer, 2D, 2D",8.1,"Very Good"
"Sonic the Hedgehog","Live Arcade)",11-07-2007,"Backbone Entertainment","Action, Platformer, Platformer, 2D, 2D",8.5,"Very Good"
"Sonic the Hedgehog",PC,26-10-2010,Sega,"Action, Platformer, Platformer, 2D, 2D",8.2,"Very Good"
"Sonic the Hedgehog",PSN),29-03-2011,"Backbone Entertainment","Action, Platformer, 2D",8.3,"Very Good"
"Sonic the Hedgehog",WII,19-11-2006,"Sonic Team","Action, Platformer, 2D",8.5,"Very Good"
"Sonic the Hedgehog 2",iOS,20-04-2010,Sega,"Action, General, Platformer, Platformer, 2D, 2D",8.4,"Very Good"
"Sonic the Hedgehog 2",PC,26-01-2011,"Sega,  Backbone Entertainment","Action, Platformer, Platformer, 2D, 2D",8.5,"Very Good"
"Sonic the Hedgehog 2",PS3,19-04-2011,"Backbone Entertainment","Action, Platformer, Platformer, 2D, 2D",8.2,"Very Good"
"Sonic the Hedgehog 2",WII,11-06-2007,Sega,"Action, Platformer, 2D",8.5,"Very Good"
"Sonic the Hedgehog 2",X360,12-09-2007,"Sega,  Backbone Entertainment","Action, Platformer, Platformer, 2D, 2D",8.5,"Very Good"
"Sonic the Hedgehog 3",WII,10-09-2007,Sega,"Action, Platformer, 2D",8.6,"Very Good"
"Sonic the Hedgehog 3",X360,10-06-2009,"Backbone Entertainment","Action, Platformer, Platformer, 2D, 2D",8.8,"Very Good"
"Sonic Unleashed",PS3,09-12-2008,"Sonic Team","Action, General, Platformer, 2D, 3D",8.3,"Very Good"
"Sonic Unleashed",X360,20-11-2008,"Sonic Team","Action, General, Platformer, Platformer, 3D, 2D, 3D",8.5,"Very Good"
"Sonic's Schoolhouse",PC,18-10-1996,"Sega,  BAP Interactive","Miscellaneous, Trivia / Game Show, Edutainment",8.2,"Very Good"
"Spartan: Total Warrior",GC,27-10-2005,"Creative Assembly","Action Adventure, Fantasy",8.3,"Very Good"
"Spartan: Total Warrior",PS2,25-10-2005,"Creative Assembly","Action Adventure, Historic",8.7,"Very Good"
"Spartan: Total Warrior",XBOX,25-10-2005,"Creative Assembly","Action Adventure, Fantasy",8.8,"Very Good"
"Streets of Rage",PC,26-01-2011,Sega,"Action, "Beat-Em-Up""",8.4,"Very Good"
"Streets of Rage 2",PC,26-01-2011,Sega,"Action, "Beat-Em-Up""",8.9,"Very Good"
"Streets of Rage 2",PS3,28-06-2011,Sega,"Action, "Beat-Em-Up""",8.2,"Very Good"
"Streets of Rage 2",WII,21-05-2007,Sega,"Action, "Beat-Em-Up"""",8.1,"Very Good"
"Streets of Rage 2",X360,29-08-2007,Sega,"Action, "Beat-Em-Up""",8.6,"Very Good"
"Streets of Rage 3",WII,24-09-2007,Sega,"Action, "Beat-Em-Up"""",8.2,"Very Good"
"Stuart Little 3: Big Photo Adventure",PS2,14-11-2005,"Magenta Software","Action, Platformer, 3D",8.2,"Very Good"
"Super Hang-On",PS3,22-05-2012,M2,"Driving, Racing, Arcade, Arcade, Automobile",8.3,"Very Good"
"Super Monkey Ball 2",GC,25-08-2002,"Amusement Vision","Miscellaneous, Party",8.2,"Very Good"
"The Conduit",WII,23-06-2009,"High Voltage Software","Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",8.1,"Very Good"
"The House of the Dead: Overkill",WII,10-02-2009,"Headstrong Games","Action, Shooter, Shooter, Light Gun, Light Gun",8.6,"Very Good"
"The Murder of Sonic the Hedgehog",PC,31-03-2023,Sega,"Adventure, Visual Novel",8.6,"Very Good"
"The Revenge of Shinobi",WII,17-08-2009,Sega,"Action, Platformer, 2D",8.8,"Very Good"
"The Yakuza Remastered Collection",PC,28-01-2021,"Ryu ga Gotoku Studios,  QLOC","Miscellaneous, Compilation",8.2,"Very Good"
"The Yakuza Remastered Collection",XONE,28-01-2021,"Ryu ga Gotoku Studios","Miscellaneous, Compilation",8.3,"Very Good"
"Total War: Attila - Age of Charlemagne",PC,10-12-2015,"Creative Assembly","Strategy, Real-Time, General",8.4,"Very Good"
"Total War: Shogun 2",PC,15-03-2011,"Creative Assembly","Strategy, Turn-Based, Historic, General, Historic",8.3,"Very Good"
"Total War: Shogun 2 - Fall of the Samurai",PC,22-03-2012,"Creative Assembly","Strategy, Turn-Based, Historic, General, Historic",8.5,"Very Good"
"Total War: Shogun 2 - Rise of the Samurai",PC,27-09-2011,Sega,"Strategy, Turn-Based, Historic, General, Historic",8.2,"Very Good"
"Total War: Shogun 2 Gold Edition",PC,05-03-2013,"Creative Assembly","Strategy, Turn-Based, Historic, General",8.2,"Very Good"
"Total War: WARHAMMER II - The Queen & the Crone",PC,31-05-2018,"Creative Assembly","Strategy, Real-Time, Tactics",8.5,"Very Good"
"Two Point Hospital",Switch,25-02-2020,"Two Point Studios","Simulation, Strategy, Management, Virtual, Career, Business / Tycoon",8.2,"Very Good"
"Universe at War: Earth Assault",PC,10-12-2007,Petroglyph,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",8.5,"Very Good"
"Universe at War: Earth Assault",X360,25-03-2008,Petroglyph,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",8.5,"Very Good"
"Utawarerumono: Mask of Deception",VITA,23-05-2017,"Aqua Plus","Strategy, Adventure, Turn-Based, General",8.9,"Very Good"
